game_date,game_pk,batter,pitcher,player_name,stand,p_throws,pitch_type,pitch_name,release_speed,release_spin_rate,plate_x,plate_z,zone,sz_top,sz_bot,balls,strikes,inning,inning_topbot,outs_when_up,launch_speed,launch_angle,hit_distance_sc,home_team,away_team,des
2026-07-30,823023,802139,573204,"Thielbar, Caleb",L,L,ST,Sweeper,77.9,2457,0.2210928175000948,2.406086940412252,5,3.096259843,1.562598425,2,1,7,Bot,1,105.2,30,406,STL,CHC,JJ Wetherholt homers (16) on a fly ball to right field.
2026-07-30,822946,656775,687239,"Peoples, Ben",L,R,FF,4-Seam Fastball,96.2,2325,-0.2704611940791636,1.7277479115031191,8,3.004986877,1.516535433,0,0,8,Bot,2,95.2,33,338,TB,TEX,Cedric Mullins homers (13) on a fly ball to left field.
2026-07-30,822946,676356,682608,"Gray, Peyton",R,R,FF,4-Seam Fastball,93.4,2480,-0.4456400084017902,2.363845255725483,4,3.133120079,1.581200787,2,0,6,Bot,1,102.3,30,415,TB,TEX,Jonny DeLuca homers (7) on a fly ball to left field.
2026-07-31,824975,701162,806960,"Morales, Luis",R,R,SL,Slider,87.2,2856,-0.2180928779188811,2.827546793301806,2,3.234924541,1.63257874,2,2,9,Top,0,94.3,30,356,ATH,DET,Ben Malgeri homers (1) on a fly ball to left field. Javier Báez scores.
2026-07-31,824975,693307,806960,"Morales, Luis",R,R,SL,Slider,86.6,2905,0.5570302286798923,1.8420716954196017,9,3.271784777,1.651181102,1,1,8,Top,1,100.2,33,411,ATH,DET,Dillon Dingler hits a grand slam (23) to center field. Javier Báez scores. Ben Malgeri scores. Kevin McGonigle scores.
2026-07-31,824975,805808,605488,"Springs, Jeffrey",L,L,FF,4-Seam Fastball,91.1,2047,0.2452874194907394,2.6271537721564413,2,3.085728346,1.557283465,3,1,3,Top,1,101.9,39,415,ATH,DET,Kevin McGonigle homers (10) on a fly ball to center field.
2026-07-31,824892,665953,622694,"Hernández, Elieser",R,R,FF,4-Seam Fastball,89.9,2192,0.500531040409596,2.8445114198660244,3,3.205085302,1.617519685,1,1,9,Top,2,99.5,30,383,ATL,WSH,Andrés Chaparro homers (6) on a fly ball to left field.
2026-07-31,824892,671739,656492,"Griffin, Foster",L,L,ST,Sweeper,79.5,2630,0.1932853684587316,2.095191671566267,5,3.181389436,1.605561024,0,0,6,Bot,0,112.8,19,421,ATL,WSH,Michael Harris II homers (20) on a line drive to right field. Matt Olson scores. Ozzie Albies scores.
2026-07-31,824892,682928,693821,"Elder, Bryce",L,R,FC,Cutter,87.9,2218,0.4923093018398491,3.035878947755,3,3.222637795,1.626377953,3,1,4,Top,0,102.0,38,393,ATL,WSH,CJ Abrams homers (28) on a fly ball to right field.
2026-07-31,824892,621566,656492,"Griffin, Foster",L,L,FC,Cutter,89.8,2292,0.2749834424428535,2.5896790814313206,5,3.37183399,1.701673228,0,0,1,Bot,2,107.2,22,396,ATL,WSH,Matt Olson homers (29) on a fly ball to right field.
2026-07-31,824809,592663,687064,"Young, Brandon",R,R,SL,Slider,84.9,2078,-0.4382821615513882,1.6211542075916603,7,3.199819554,1.614862205,0,2,6,Top,2,104.5,31,396,BAL,PHI,J.T. Realmuto homers (8) on a fly ball to left field.
2026-07-31,824809,607208,687064,"Young, Brandon",R,R,SI,Sinker,94.1,1714,-0.7997243114961564,2.619788105378489,4,3.244578412,1.637450787,2,1,3,Top,0,103.9,38,393,BAL,PHI,Trea Turner homers (16) on a fly ball to left center field.
2026-07-31,824809,624413,691725,"Painter, Andrew",R,R,FF,4-Seam Fastball,97.0,2496,0.6030230331831019,3.234346873307018,3,3.323564633,1.677312992,1,2,1,Bot,0,109.3,24,394,BAL,PHI,Pete Alonso homers (23) on a fly ball to right center field. Dylan Beavers scores.
2026-07-31,824651,682987,684007,"Imanaga, Shota",L,L,SI,Sinker,89.5,2481,0.178157253681982,2.4666119119482834,5,3.499967192,1.766338583,0,1,5,Top,2,108.7,21,418,CHC,NYY,Spencer Jones homers (4) on a fly ball to right center field.
2026-07-31,824651,642708,684007,"Imanaga, Shota",R,L,ST,Sweeper,80.1,2614,0.0529103653851366,2.2785253742612994,5,3.270907152,1.650738189,1,0,4,Top,2,108.4,30,450,CHC,NYY,Amed Rosario homers (10) on a fly ball to center field.
2026-07-31,824486,701398,694973,"Skenes, Paul",R,R,ST,Sweeper,85.7,2249,0.3368862384601854,2.198428324686692,6,3.239312664,1.634793307,0,0,4,Bot,1,104.1,29,409,CIN,PIT,Sal Stewart homers (23) on a fly ball to center field. Elly De La Cruz scores.
2026-07-31,824486,668709,694973,"Skenes, Paul",L,R,FF,4-Seam Fastball,96.3,2096,0.0677302511980972,3.0085104423261293,2,3.286704396,1.65871063,0,0,3,Bot,1,105.7,37,386,CIN,PIT,JJ Bleday homers (19) on a fly ball to right field.
2026-07-31,824486,663968,668881,"Greene, Hunter",L,R,SL,Slider,89.1,2353,0.4257901782285154,1.8193277156567045,9,3.179634186,1.604675197,0,0,2,Top,2,100.1,22,336,CIN,PIT,Jake Mangum homers (3) on a line drive to right field.
2026-07-31,824325,695600,608372,"Sugano, Tomoyuki",L,R,FS,Split-Finger,85.9,1638,0.0674491651514845,1.7219583592716212,8,3.191043307,1.610433071,2,0,6,Top,2,102.5,30,424,COL,KC,Carter Jensen homers (15) on a fly ball to right field.
2026-07-31,824164,673237,681168,"Curvelo, Luis",R,R,SL,Slider,87.4,2090,-0.2606083937833333,1.5744375103557189,8,3.161204068,1.595374016,1,1,7,Bot,2,104.9,33,407,HOU,TEX,Yainer Diaz homers (8) on a fly ball to left center field.
2026-07-31,824164,592626,686613,"Brown, Hunter",L,R,KC,Knuckle Curve,84.0,2570,-0.3334419067095849,1.7147085575337786,7,3.23667979,1.633464567,2,2,6,Top,0,105.3,23,399,HOU,TEX,Joc Pederson homers (20) on a fly ball to right center field.
2026-07-31,824164,572233,543135,"Eovaldi, Nathan",R,R,FS,Split-Finger,85.0,1468,-0.0833850764022137,2.543271129021035,5,3.178756562,1.604232283,3,2,5,Bot,0,110.1,23,428,HOU,TEX,Christian Walker homers (22) on a fly ball to left center field.
2026-07-31,824164,670623,543135,"Eovaldi, Nathan",R,R,FS,Split-Finger,87.6,1559,-0.2047093000413771,2.628127685663459,5,3.180511811,1.60511811,2,2,5,Bot,0,101.2,35,395,HOU,TEX,Isaac Paredes homers (15) on a fly ball to left field.
2026-07-31,823999,694203,675660,"Drohan, Shane",R,L,SL,Slider,84.9,2829,0.6823592807393999,2.365717328597451,6,3.250721785,1.640551181,2,1,5,Bot,1,101.9,26,385,LAA,MIL,Denzer Guzman homers (5) on a fly ball to center field. Vaughn Grissom scores.
2026-07-31,823999,641343,820862,"Fermin, José",L,R,SL,Slider,88.3,2444,0.5650399413183945,2.204016341052725,6,3.217372047,1.623720472,0,1,5,Top,1,109.8,33,424,LAA,MIL,Jake Bauers homers (19) on a fly ball to right field. Jackson Chourio scores. William Contreras scores.
2026-07-31,823999,668930,696270,"Johnson, Ryan",L,R,FC,Cutter,87.5,2538,0.5998319222601175,2.3165568757726125,6,3.21035105,1.620177165,2,1,5,Top,0,102.0,35,398,LAA,MIL,Brice Turang homers (16) on a fly ball to center field. Cooper Pratt scores.
2026-07-31,823922,678882,608344,"Irvin, Cole",R,L,CH,Changeup,81.5,1334,-0.4646659418646452,2.217541156672775,4,3.110301837,1.569685039,0,0,7,Top,0,106.0,30,405,LAD,BOS,Ceddanne Rafaela homers (12) on a fly ball to left field. Nick Sogard scores.
2026-07-31,823922,660271,663558,"Morán, Jovani",L,L,CH,Changeup,81.9,1826,0.0620983664082541,2.2330984937289053,5,3.369201116,1.700344488,2,1,5,Bot,2,112.1,24,386,LAD,BOS,Shohei Ohtani homers (24) on a fly ball to right field. Eliezer Alfonzo scores.
2026-07-31,823593,596019,676534,"Faucher, Calvin",L,R,CU,Curveball,86.5,3115,0.1427058146524396,2.531447978311069,5,3.107668963,1.568356299,2,2,7,Bot,2,103.5,30,392,NYM,MIA,Francisco Lindor homers (9) on a fly ball to right field.
2026-07-31,823593,669065,675540,"Curry, Xzavion",L,R,CU,Curveball,73.2,2438,-0.2638184923724654,2.6746225316566914,5,3.295480643,1.663139764,0,1,6,Top,1,106.5,37,417,NYM,MIA,Kyle Stowers homers (16) on a fly ball to center field.
2026-07-31,823272,687749,687931,"Whisenhunt, Carson",R,L,SL,Slider,83.4,2595,0.1421044470117604,1.6880233328580316,8,3.208595801,1.619291339,2,1,4,Bot,1,104.1,35,384,SD,SF,Jase Bowen homers (1) on a fly ball to left field.
2026-07-31,823111,680777,660825,"Bazardo, Eduard",R,R,ST,Sweeper,84.7,2638,0.0451642055257375,1.9889044061940575,8,3.284949147,1.657824803,1,1,8,Top,0,97.0,27,372,SEA,MIN,Ryan Jeffers homers (10) on a fly ball to left field.
2026-07-31,823111,668904,678606,"Ferrer, José A.",R,L,SI,Sinker,96.3,2111,-0.4746352786547532,2.32736109025466,4,3.205085302,1.617519685,1,0,7,Top,0,107.3,31,419,SEA,MIN,Royce Lewis homers (11) on a fly ball to left center field.
2026-07-31,823111,702284,805673,"Matthews, Zebby",L,R,FC,Cutter,89.9,2548,0.1791259718997492,1.9246733792082893,8,3.133120079,1.581200787,0,0,2,Bot,2,110.2,16,373,SEA,MIN,Cole Young homers (14) on a line drive to right center field.
2026-07-31,823111,686797,682243,"Miller, Bryce",L,R,FC,Cutter,90.7,2694,0.0008080098536521,2.280956172473244,5,3.208595801,1.619291339,3,1,2,Top,2,97.1,34,367,SEA,MIN,Brooks Lee homers (16) on a fly ball to right field. Josh Bell scores.
2026-07-31,822945,695657,607259,"Martinez, Nick",L,R,SI,Sinker,91.9,2229,-0.1515875520339695,2.840819756514089,2,3.340239501,1.685728347,2,0,6,Top,1,107.4,33,425,TB,CWS,Colson Montgomery homers (25) on a fly ball to right field. Munetaka Murakami scores.
2026-07-31,822945,691406,607200,"Fedde, Erick",R,R,SI,Sinker,94.2,2193,0.249915644833612,3.4373207889745947,12,3.243700787,1.637007874,3,2,4,Bot,1,109.5,29,453,TB,CWS,Junior Caminero homers (30) on a fly ball to center field.
2026-07-31,822945,808959,607259,"Martinez, Nick",L,R,CH,Changeup,78.5,1773,-0.6071907823923626,2.147524645452759,7,3.296358268,1.663582677,3,1,3,Top,1,100.3,29,389,TB,CWS,Munetaka Murakami homers (24) on a fly ball to left center field. Sam Antonacci scores.
2026-07-31,822945,643217,607259,"Martinez, Nick",L,R,FC,Cutter,88.6,2194,0.7737270987522727,2.157504141768356,6,3.068175853,1.548425197,1,2,2,Top,0,104.2,36,405,TB,CWS,Andrew Benintendi homers (11) on a fly ball to right field.
2026-07-31,822945,678246,607259,"Martinez, Nick",R,R,SI,Sinker,89.9,2165,-0.5736000399150571,2.305193903586216,4,3.290214895,1.660482283,0,0,1,Top,2,107.8,26,433,TB,CWS,Miguel Vargas homers (23) on a fly ball to left field.
2026-08-01,824972,703607,640448,"Finnegan, Kyle",R,R,FF,4-Seam Fastball,96.2,2229,0.239036034656503,2.4455656994649053,5,3.332340879,1.681742126,0,1,8,Bot,1,105.3,26,411,ATH,DET,Henry Bolte homers (4) on a fly ball to center field. Tommy White scores. Lawrence Butler scores.
2026-08-01,824972,703601,678022,"Perkins, Jack",L,R,ST,Sweeper,85.5,2871,0.2456103877721608,1.413455863043234,14,3.179634186,1.604675197,2,2,6,Top,0,99.3,35,387,ATH,DET,Max Clark homers (1) on a fly ball to right center field. Spencer Torkelson scores.
2026-08-01,824972,650402,678022,"Perkins, Jack",R,R,SI,Sinker,93.4,2174,-0.427050097474883,2.525716219380981,4,3.12960958,1.579429134,2,0,5,Top,0,100.3,31,396,ATH,DET,Gleyber Torres homers (6) on a fly ball to right center field. Kevin McGonigle scores.
2026-08-01,824972,805808,678022,"Perkins, Jack",L,R,FF,4-Seam Fastball,94.4,2143,-0.2540136886265536,2.527033030770774,5,3.085728346,1.557283465,1,1,1,Top,0,99.7,31,386,ATH,DET,Kevin McGonigle homers (11) on a fly ball to left field.
2026-08-01,824890,642086,571945,"Mikolas, Miles",L,R,SL,Slider,86.9,2142,0.3162646901949459,2.054446745873036,9,3.176123688,1.602903543,3,2,4,Bot,0,104.8,27,403,ATL,WSH,Dominic Smith homers (8) on a fly ball to right field.
2026-08-01,824890,621566,571945,"Mikolas, Miles",L,R,SL,Slider,88.4,2153,0.634646527965566,2.6307716654763684,6,3.37183399,1.701673228,0,1,1,Bot,1,106.2,25,372,ATL,WSH,Matt Olson homers (30) on a fly ball to right field.
2026-08-01,824890,660670,571945,"Mikolas, Miles",R,R,SI,Sinker,91.6,2068,-0.3261670871270594,2.0882006109803983,7,3.200697179,1.615305118,1,0,1,Bot,1,103.9,33,419,ATL,WSH,Ronald Acuña Jr. homers (9) on a fly ball to center field.
2026-08-01,824649,663538,518585,"Cruz, Fernando",R,R,FS,Split-Finger,80.9,604,-0.4571703490284662,2.569786972613283,4,3.185777559,1.607775591,2,2,7,Bot,0,98.5,29,372,CHC,NYY,Nico Hoerner homers (6) on a fly ball to left field.
2026-08-01,824649,682987,656849,"Peterson, David",L,L,FF,4-Seam Fastball,90.6,2182,-0.2871827930398745,2.47269725089618,4,3.499967192,1.766338583,0,0,7,Top,1,106.0,22,370,CHC,NYY,Spencer Jones homers (5) on a fly ball to left center field.
2026-08-01,824485,624431,677952,"Ashcraft, Braxton",R,R,FF,4-Seam Fastball,97.8,2319,0.521924926129134,3.051385876725916,3,3.061154856,1.54488189,1,1,5,Bot,0,97.9,37,350,CIN,PIT,Jose Trevino homers (4) on a fly ball to right field.
2026-08-01,824405,800050,623149,"Sewald, Paul",L,R,FF,4-Seam Fastball,90.6,2593,-0.0066671317686949,3.2679364832209714,2,3.339361877,1.685285433,0,0,8,Bot,0,104.3,31,414,CLE,AZ,Chase DeLauter homers (12) on a fly ball to right center field.
2026-08-01,824405,571448,702021,"Dion, Will",R,L,CH,Changeup,80.1,1494,0.1258905430252159,2.628323628934837,5,3.277050525,1.653838583,1,0,8,Top,2,104.7,31,388,CLE,AZ,Nolan Arenado homers (15) on a fly ball to left field.
2026-08-01,824405,682998,680916,"Aleman, Franco",L,R,SL,Slider,86.9,2309,-0.0582219514217863,2.6924418924766926,2,3.10328084,1.566141732,3,1,7,Top,2,101.6,26,403,CLE,AZ,Corbin Carroll homers (16) on a fly ball to center field. James McCann scores. Ryan Waldschmidt scores.
2026-08-01,824405,672695,683769,"Gaddis, Hunter",L,R,FF,4-Seam Fastball,94.8,2387,0.0997669326429486,2.153802768036814,8,3.31742126,1.674212598,0,0,7,Top,0,102.4,27,391,CLE,AZ,Geraldo Perdomo homers (9) on a fly ball to right field.
2026-08-01,824405,656555,684442,"Drake, Kohl",R,L,FF,4-Seam Fastball,92.8,2248,0.3327352076518876,2.492411054419029,6,3.334096129,1.682627953,1,1,1,Bot,2,105.0,33,424,CLE,AZ,Rhys Hoskins homers (12) on a fly ball to center field. Chase DeLauter scores.
2026-08-01,824326,670231,623474,"Herget, Jimmy",L,R,ST,Sweeper,78.6,3103,0.2685254363087,2.823604222389688,2,3.135752953,1.582529528,2,2,9,Top,0,102.5,31,417,COL,KC,John Rave homers (2) on a fly ball to right field.
2026-08-01,824326,696100,656638,"Lange, Alex",R,R,CH,Changeup,89.9,1869,-0.6180516227020426,1.4867444702606218,7,3.178756562,1.604232283,2,2,7,Bot,0,100.9,34,424,COL,KC,Hunter Goodman homers (33) on a fly ball to left field.
2026-08-01,824326,650489,621381,"Strahm, Matt",R,L,FF,4-Seam Fastball,93.3,2668,-0.644093631950326,2.0848758322083216,7,3.203330053,1.616633858,0,0,5,Bot,1,102.7,37,422,COL,KC,Willi Castro homers (12) on a fly ball to center field.
2026-08-01,824326,696100,679883,"Avila, Luinder",R,R,SL,Slider,87.4,2719,-0.2276911791370661,1.562591450802694,8,3.178756562,1.604232283,2,0,3,Bot,1,97.6,41,384,COL,KC,Hunter Goodman homers (32) on a fly ball to left field. Kyle Karros scores. TJ Rumfield scores.
2026-08-01,824326,521692,663372,"Feltner, Ryan",R,R,ST,Sweeper,82.6,2757,0.2593280060820198,3.1244511199572456,2,3.312155512,1.671555118,2,2,3,Top,2,104.2,33,425,COL,KC,Salvador Perez homers (16) on a fly ball to center field.
2026-08-01,824326,695506,663372,"Feltner, Ryan",L,R,CU,Curveball,81.7,2674,0.7185188358447712,2.41200506105804,6,3.401673228,1.716732283,0,0,3,Top,2,102.6,37,410,COL,KC,Jac Caglianone homers (18) on a fly ball to right field. Tyler Tolbert scores.
2026-08-01,824162,553869,660853,"De Los Santos, Enyel",R,R,FF,4-Seam Fastball,95.9,2295,0.4977547822606247,2.12219222360035,9,3.241067913,1.635679134,3,2,6,Top,1,97.0,30,343,HOU,TEX,Elias Díaz homers (5) on a fly ball to right field.
2026-08-01,824162,694671,669854,"Blanco, Ronel",R,R,SL,Slider,88.5,2211,0.1591268131112027,2.831058324482318,2,3.196309055,1.613090551,3,2,3,Top,2,103.9,22,348,HOU,TEX,Wyatt Langford homers (13) on a fly ball to left field.
2026-08-01,824000,641343,695049,"Kerry, Brett",L,R,SL,Slider,84.5,1870,-0.0602349200266333,2.8420284304286665,2,3.217372047,1.623720472,0,0,4,Top,1,107.6,25,401,LAA,MIL,Jake Bauers homers (20) on a fly ball to right center field.
2026-08-01,823920,678882,808967,"Yamamoto, Yoshinobu",R,R,FS,Split-Finger,91.0,1125,-0.8277512417066426,2.433462038264716,4,3.110301837,1.569685039,1,2,3,Top,2,100.5,34,402,LAD,BOS,Ceddanne Rafaela homers (14) on a fly ball to left center field.
2026-08-01,823920,606192,801139,"Tolle, Payton",R,L,SI,Sinker,93.9,2192,0.101601682151194,2.0116235269988554,8,3.199819554,1.614862205,0,0,2,Bot,1,100.9,27,374,LAD,BOS,Teoscar Hernández homers (10) on a fly ball to right field. Freddie Freeman scores.
2026-08-01,823920,678882,808967,"Yamamoto, Yoshinobu",R,R,FS,Split-Finger,90.5,1030,-0.3278820317481044,2.8173237098252373,1,3.110301837,1.569685039,0,0,1,Top,1,100.4,25,389,LAD,BOS,Ceddanne Rafaela homers (13) on a fly ball to left center field.
2026-08-01,823594,665052,650960,"Duarte, Daniel",L,R,ST,Sweeper,80.3,2684,-0.0001985459458344,2.6445135502637327,5,3.234046916,1.632135827,0,0,6,Top,1,103.5,35,416,NYM,MIA,Griffin Conine homers (10) on a fly ball to right field.
2026-08-01,823594,621438,663969,"Phillips, Tyler",R,R,SI,Sinker,94.5,1924,-0.8505005978818699,1.9397122103505755,13,3.231414042,1.630807087,1,0,2,Bot,1,104.5,38,410,NYM,MIA,Tyrone Taylor homers (10) on a fly ball to left field. Marcus Semien scores.
2026-08-01,823594,691594,804267,"Thornton, Zac",R,L,FC,Cutter,88.5,2356,-0.6201324649947284,2.165308844303767,4,2.995333005,1.511663386,1,2,2,Top,0,103.2,23,377,NYM,MIA,Javier Sanoja homers (4) on a fly ball to left field. Kyle Stowers scores.
2026-08-01,823269,666023,641816,"Mahle, Tyler",R,R,FF,4-Seam Fastball,93.8,2287,-0.4087845957144014,2.5101542931665595,4,3.105036089,1.567027559,0,0,4,Bot,1,104.0,25,383,SD,SF,Freddy Fermin homers (4) on a fly ball to left field. Luis Rengifo scores.
2026-08-01,823269,678545,621111,"Buehler, Walker",R,R,ST,Sweeper,80.9,2674,0.0111189427361737,2.9928904632939304,2,3.18402231,1.606889764,0,2,3,Top,1,102.5,30,402,SD,SF,Osleivis Basabe homers (1) on a fly ball to left field. Drew Gilbert scores.
2026-08-01,823109,663616,669302,"Gilbert, Logan",L,R,FS,Split-Finger,85.2,760,-0.237914605502672,2.321470799687691,5,3.323564633,1.677312992,0,1,6,Top,1,102.0,34,379,SEA,MIN,Trevor Larnach homers (9) on a fly ball to right center field.
2026-08-01,823109,807712,669302,"Gilbert, Logan",R,R,FF,4-Seam Fastball,95.3,2392,0.2552817368698215,2.411153645586409,5,3.213861549,1.621948819,0,0,5,Top,1,100.4,31,385,SEA,MIN,Luke Keaschall homers (5) on a fly ball to left center field.
2026-08-01,823109,668227,687570,"Prielipp, Connor",R,L,FF,4-Seam Fastball,97.0,2285,-0.2941550123254879,2.805771800903801,1,3.127854331,1.578543307,1,2,2,Bot,2,99.2,38,350,SEA,MIN,Randy Arozarena homers (14) on a fly ball to left field.
2026-08-02,824971,681546,666126,"Cortes, Carlos",L,L,SL,Slider,57.3,1322,-0.2809038121695499,1.7571394897300392,7,3.292847769,1.661811024,2,2,9,Top,0,103.7,25,408,ATH,DET,James Outman homers (5) on a fly ball to center field.
2026-08-02,824891,621566,676917,"Cavalli, Cade",L,R,FC,Cutter,93.1,2318,0.5244134451672622,2.2115416282789866,9,3.37183399,1.701673228,2,1,4,Bot,0,99.7,29,401,ATL,WSH,Matt Olson homers (31) on a fly ball to right field.
2026-08-02,824891,573262,676917,"Cavalli, Cade",L,R,FF,4-Seam Fastball,96.9,2404,-0.4186578566372613,2.514412874500118,4,3.125221457,1.577214567,0,0,3,Bot,0,102.4,24,403,ATL,WSH,Mike Yastrzemski homers (8) on a fly ball to right center field.
2026-08-02,824807,547180,677020,"Walker, Josh",L,L,SL,Slider,84.2,2127,0.4663239630149908,1.9214994218046235,9,3.26476378,1.647637795,1,2,5,Top,1,100.9,27,419,BAL,PHI,Bryce Harper homers (23) on a fly ball to right center field.
2026-08-02,824807,650559,680694,"Bradish, Kyle",R,R,CU,Curveball,83.4,2512,0.2906554703117543,2.667819310772916,6,3.227903543,1.629035433,1,1,3,Top,1,102.1,30,400,BAL,PHI,Bryan De La Cruz homers (2) on a fly ball to center field. Justin Crawford scores.
2026-08-02,824648,676609,607067,"Rea, Colin",R,R,FF,4-Seam Fastball,93.9,2080,0.1820825694379851,2.636576914620875,2,3.083095472,1.555954724,1,0,3,Top,0,106.6,26,408,CHC,NYY,José Caballero homers (11) on a fly ball to center field. Ryan McMahon scores.
2026-08-02,824483,663886,666808,"Doval, Camilo",R,R,FC,Cutter,97.9,2518,-0.0220986342280838,2.8281277387799117,5,3.359547244,1.695472441,3,1,8,Bot,1,101.4,31,352,CIN,PIT,Tyler Stephenson homers (9) on a fly ball to right field.
2026-08-02,824483,663647,656605,"Keller, Mitch",R,R,SI,Sinker,91.6,2490,-0.3537221390121683,2.561431009421873,4,3.166469816,1.598031496,1,0,2,Bot,1,106.9,26,429,CIN,PIT,Ke'Bryan Hayes homers (4) on a fly ball to center field.
2026-08-02,824483,701398,656605,"Keller, Mitch",R,R,ST,Sweeper,80.9,2670,0.0261327975312262,2.204560665961535,5,3.239312664,1.634793307,1,2,1,Bot,1,104.8,33,420,CIN,PIT,Sal Stewart homers (24) on a fly ball to left field.
2026-08-02,824404,672275,518876,"Kelly, Merrill",L,R,CH,Changeup,86.7,2079,-0.5565276328102631,2.5263399288770314,4,3.22351542,1.626820866,1,1,3,Bot,0,105.4,24,417,CLE,AZ,Patrick Bailey homers (6) on a fly ball to center field.
2026-08-02,824323,664983,607481,"Bummer, Aaron",L,L,SI,Sinker,90.8,2014,0.420476975312344,2.051476506937986,9,3.228781168,1.629478347,1,1,6,Bot,1,97.5,27,387,COL,KC,Jake McCarthy homers (11) on a fly ball to right field. Edouard Julien scores. Brett Sullivan scores.
2026-08-02,824163,607043,595345,"Okert, Steven",L,L,SL,Slider,80.4,2483,0.5708731170942419,3.0936321460380336,3,3.270029528,1.650295276,3,1,7,Top,0,103.2,27,414,HOU,TEX,Brandon Nimmo homers (11) on a fly ball to right field.
2026-08-02,824163,665161,677958,"Rocker, Kumar",R,R,SL,Slider,82.3,2221,-0.3026588541193915,1.6850552133075882,7,3.19718668,1.613533465,0,0,4,Bot,2,106.2,20,364,HOU,TEX,Jeremy Peña homers (13) on a line drive to left field. Cam Smith scores.
2026-08-02,823996,685133,694819,"Misiorowski, Jacob",L,R,FC,Cutter,94.8,2496,0.4372544368351684,2.586349221348068,6,3.098015092,1.563484252,0,1,2,Bot,1,100.6,37,388,LAA,MIL,Wade Meckler homers (3) on a fly ball to right center field. Vaughn Grissom scores.
2026-08-02,823919,680776,669165,"Hurt, Kyle",L,R,CH,Changeup,89.1,1378,0.4678817638782181,2.2812382402708096,6,3.229658793,1.62992126,0,2,6,Top,1,106.2,33,420,LAD,BOS,Jarren Duran homers (14) on a fly ball to center field.
2026-08-02,823919,807799,686218,"Sheehan, Emmet",L,R,FF,4-Seam Fastball,92.2,2409,0.6646532564052715,2.513601338580367,6,3.021661745,1.524950787,2,1,3,Top,1,98.7,30,374,LAD,BOS,Masataka Yoshida homers (5) on a fly ball to right field.
2026-08-02,823919,677800,686218,"Sheehan, Emmet",L,R,SL,Slider,84.5,2405,-0.1306893127649582,2.534314336634636,5,3.117322835,1.573228347,0,0,3,Top,0,109.1,24,431,LAD,BOS,Wilyer Abreu homers (17) on a fly ball to right center field.
2026-08-02,823919,678882,686218,"Sheehan, Emmet",R,R,SL,Slider,86.3,2379,-0.2667929791785797,2.025008845949937,8,3.110301837,1.569685039,1,1,3,Top,0,104.0,23,388,LAD,BOS,Ceddanne Rafaela homers (15) on a fly ball to left center field.
2026-08-02,823592,691788,476594,"Stock, Robert",L,R,FC,Cutter,91.3,2357,-0.1096005033364375,2.649455186238428,5,3.220882546,1.625492126,3,2,5,Top,1,104.9,26,407,NYM,MIA,Joe Mack homers (11) on a fly ball to center field.
2026-08-02,823270,646240,699134,"Rodriguez, Bradgley",L,R,SI,Sinker,97.6,2334,0.0976965444157,2.3218605666865724,5,3.217372047,1.623720472,2,1,8,Top,2,97.4,29,359,SD,SF,Rafael Devers homers (23) on a fly ball to left field.
2026-08-02,823270,678545,656288,"Canning, Griffin",R,R,FF,4-Seam Fastball,95.9,2399,0.1226617782007467,2.3036312059146606,5,3.18402231,1.606889764,3,2,5,Top,0,103.2,27,404,SD,SF,Osleivis Basabe homers (2) on a fly ball to center field.
2026-08-02,823270,701538,694738,"Roupp, Landen",L,R,FF,4-Seam Fastball,93.2,2170,-0.4107390327419528,3.664577138971574,11,3.320054134,1.675541339,0,2,2,Bot,0,105.0,30,422,SD,SF,Jackson Merrill homers (16) on a fly ball to center field. Ty France scores.
2026-08-02,823107,807712,662253,"Muñoz, Andrés",R,R,FF,4-Seam Fastball,98.9,2447,0.263042123406875,2.2336910302556774,5,3.213861549,1.621948819,1,0,9,Top,0,102.2,32,373,SEA,MIN,Luke Keaschall homers (6) on a fly ball to right center field.
2026-08-02,823107,668904,678606,"Ferrer, José A.",R,L,SI,Sinker,96.8,2169,-0.3253964165082259,1.8677986747085007,7,3.205085302,1.617519685,1,0,8,Top,1,103.0,27,402,SEA,MIN,Royce Lewis homers (12) on a fly ball to center field. Josh Bell scores. Kody Clemens scores.
2026-08-02,823107,663616,660825,"Bazardo, Eduard",L,R,ST,Sweeper,84.4,2683,-0.2148764320344406,1.8868658942472143,8,3.323564633,1.677312992,2,2,8,Top,0,109.3,22,395,SEA,MIN,Trevor Larnach homers (10) on a fly ball to right field. Ryan Kreidler scores.
2026-08-02,823107,663728,696070,"Rojas, Kendry",R,L,SL,Slider,89.3,2388,-0.137728421466432,3.5702301905431004,11,3.282316273,1.656496063,0,2,7,Bot,1,106.9,29,418,SEA,MIN,Cal Raleigh homers (12) on a fly ball to left center field. Dominic Canzone scores. Julio Rodríguez scores.
2026-08-02,822943,810938,701474,"Davitt, Duncan",R,R,SI,Sinker,91.4,2213,-1.1815746222874024,2.556315353435001,11,3.229658793,1.62992126,0,0,9,Bot,0,101.1,20,380,TB,CWS,Ben Williamson homers (3) on a line drive to left field.
2026-08-02,822943,678246,688297,"Roycroft, Chris",R,R,SI,Sinker,95.6,2193,0.0754230627912677,2.542821627602952,5,3.290214895,1.660482283,0,0,9,Top,2,104.9,24,413,TB,CWS,Miguel Vargas homers (24) on a fly ball to left center field. Luisangel Acuña scores.
